Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
2560,1600,28.7,50,0,Laptop,0.7749999999999999,0.553125,0.55625,0.55625,0,0.39999999999999997,0.5537500000000002,14.56687358916478,-0.5537500000000002,14.531602708803607,0.5718750000000001
