Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,0,0,0.3528994439984672
0.0,0,0,0.38960857699566986
0.0,0,0,0.4166823069972452
90.0,0,0,0.35085875999357086
0.0,2,0,0.4254465730045922
0.0,0,0,0.4580977099976735
0.0,2,0,0.41116382800100837
0.0,2,0,0.50438363700232
90.0,2,0,0.35696437099250033
0.0,0,0,0.3867188550066203
90.0,2,0,0.366824507000274
0.0,2,0,0.296798793002381
0.0,0,0,0.4288499339891132
90.0,2,0,0.366340381995542
0.0,2,0,0.4520775939890882
90.0,2,0,0.3976146829954814
0.0,2,0,0.4821206240012543
0.0,0,0,0.3721143389993813
0.0,2,0,0.4495732070063241
90.0,2,0,0.42655907600419596
0.0,0,0,0.44594403900555335
0.0,0,0,0.3679089150100481
0.0,2,0,0.42213175099459477
90.0,0,0,0.4567682449996937
90.0,0,0,0.4979434830020182
0.0,2,0,0.41394812500220723
90.0,0,0,0.4765706729958765
90.0,0,0,0.33332078500825446
90.0,2,0,0.3639586109929951
0.0,0,0,0.3662892419961281
0.0,0,0,0.36914719999185763
0.0,0,0,0.33877604600274935
0.0,0,0,0.3561303830065299
90.0,2,0,0.33240671300154645
0.0,2,0,0.36233775298751425
0.0,2,0,0.39386907500738744
90.0,2,0,0.4497083140013274
0.0,2,0,0.4684137500007637
0.0,0,0,0.48689599700446706
90.0,2,0,0.4770720789965708
0.0,0,0,0.42224202401121147
0.0,0,0,0.4812732669961406
0.0,0,0,0.3682269470009487
0.0,2,0,0.3946709439915139
90.0,2,0,0.39287740300642326
0.0,0,0,0.4232520730001852
0.0,2,0,0.43632831300783437
0.0,0,0,0.3586374239966972
0.0,0,0,0.3551901080063544
0.0,0,0,0.38678594699013047
0.0,2,0,0.31015529300202616
0.0,0,0,0.327757325998391
0.0,2,0,0.49407252798846457
90.0,0,0,0.29879910800082143
90.0,2,0,0.5556502630061004
0.0,0,0,0.41361770399089437
0.0,2,0,0.39306146500166506
90.0,2,0,0.3856968009931734
90.0,0,0,0.3467892879998544
90.0,2,0,0.37444245599908754
