Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,0,0,0.629998541000532
0.0,0,0,0.22586737498932052
0.0,0,0,0.21583162499882746
0.0,2,0,0.18965062500501517
0.0,0,0,0.591306500005885
0.0,0,0,0.22075537500495557
0.0,2,0,0.11074366699904203
0.0,0,0,0.1174807920033345
0.0,2,0,0.1409711669984972
0.0,0,0,0.32875616700039245
0.0,0,0,0.2476265000004787
0.0,0,0,0.04979495900624897
0.0,2,0,0.24063225000281818
0.0,2,0,0.18730450001021381
0.0,2,0,0.20346616599999834
0.0,2,0,0.2058332500018878
0.0,0,0,0.20988337500602938
0.0,0,0,0.22312120800779667
0.0,2,0,0.21417516699875705
0.0,0,0,0.2528744169976562
0.0,0,0,0.20075233299576212
0.0,0,0,0.2352626659994712
0.0,2,0,0.20699291699565947
0.0,2,0,0.23411545899580233
0.0,2,0,0.2346197500010021
0.0,2,0,0.22025262500392273
0.0,0,0,0.24420549999922514
0.0,0,0,0.2264522500045132
0.0,2,0,0.18233583300025202
0.0,2,0,0.19204162500682287
0.0,0,0,0.18934958399040624
0.0,2,0,0.0038769999955547974
0.0,2,0,0.23923770801047795
0.0,2,0,0.105426082998747
0.0,0,0,0.036543708003591746
0.0,2,0,0.2223541249986738
0.0,0,0,0.19821074999345
0.0,2,0,0.19924787498894148
0.0,0,0,0.06733679199533071
0.0,0,0,0.21953920800297055
0.0,2,0,0.20500704100413714
0.0,2,0,0.22038650000467896
0.0,2,0,0.22148137500334997
0.0,2,0,0.22283149999566376
0.0,0,0,0.34182291600154713
0.0,2,0,0.2060363330092514
0.0,0,0,0.20868583300034516
0.0,2,0,0.07315579199348576
0.0,2,0,0.20402904199727345
0.0,0,0,0.26554824999766424
0.0,0,0,0.13229179200425278
0.0,2,0,0.13818154200271238
0.0,2,0,0.22288708400446922
0.0,2,0,0.19885600000270642
0.0,0,0,0.2419053750054445
0.0,2,0,0.14684354201017413
0.0,0,0,0.24902608399861492
0.0,0,0,0.19316008398891427
0.0,0,0,0.08178083300299477
0.0,0,0,0.19761891699454281
