Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,0,0,0.27664924997952767
0.0,2,0,0.30225837498437613
0.0,0,0,0.24692891599261202
0.0,2,0,0.26164666601107456
0.0,0,0,0.22572145899175666
0.0,0,0,0.24745037499815226
0.0,0,0,0.262588291981956
0.0,2,0,0.2589079170138575
0.0,2,0,0.22995824998361059
0.0,0,0,0.22956712497398257
0.0,2,0,0.21146916699944995
0.0,2,0,0.27213758300058544
0.0,2,0,0.2056152500153985
0.0,0,0,0.23958045899053104
0.0,2,0,0.19714454101631418
0.0,2,0,0.11789795898948796
0.0,0,0,0.27366145901032723
0.0,0,0,0.24073595899972133
0.0,2,0,0.26520191700547
0.0,0,0,0.24990779199288227
0.0,0,0,0.055739125004038215
0.0,2,0,0.23919016600120813
0.0,2,0,0.2513914589944761
0.0,2,0,0.28081095797824673
0.0,2,0,0.19664858299074695
0.0,0,0,0.29728674999205396
0.0,2,0,0.20550950002507307
0.0,0,0,0.2384970420098398
0.0,0,0,0.24217599999974482
0.0,2,0,0.25389745901338756
0.0,0,0,0.3557206249970477
0.0,2,0,0.30441570800030604
0.0,2,0,0.09535925000091083
0.0,2,0,0.3991716250020545
0.0,2,0,0.2917139579949435
0.0,0,0,0.13211162498919293
0.0,2,0,0.4010903330054134
0.0,2,0,0.25436487499973737
0.0,2,0,0.2469240000064019
0.0,0,0,0.22854524999274872
0.0,2,0,0.2388280000013765
0.0,0,0,0.22639391702250578
0.0,0,0,0.2652030829922296
0.0,0,0,0.23559533298248425
0.0,0,0,0.2611244170111604
0.0,0,0,0.19140408298699185
0.0,0,0,0.26139400000101887
0.0,0,0,0.28258220801944844
0.0,2,0,0.2801419590250589
0.0,2,0,0.25074524999945424
0.0,0,0,0.30421379100880586
0.0,0,0,0.24360995800816454
0.0,2,0,0.254052291973494
0.0,2,0,0.2568227919982746
0.0,0,0,0.29358399999910034
0.0,2,0,0.24884183300309815
0.0,2,0,0.23970841598929837
0.0,0,0,0.25308920798124745
0.0,0,0,0.2803926669876091
0.0,0,0,0.27272375000757165
